ym,ret,src,index,sma10,above_sma,sma_rising,ret12,vol6,baa_aaa,baa_aaa_chg6,cpi_yoy,cpi_chg6,curve_inverted,hyoas,hyoas_chg6,vix,breadth,policy,s_TREND,s_MOM,s_CREDIT,s_POLICY,s_CURVE,s_INFL,s_VOL,score,zone
1927-12,0.0231,FF_market_TR,140.99408315794062,125.55881411314756,0.12293258066999213,True,0.3260677160902665,14.64530504974205,0.8600000000000003,-0.10999999999999943,,,,,,,,,100.0,100.0,100,,,,100.0,100.0,EASY
1928-01,-0.0043,FF_market_TR,140.3878086003615,128.42407812437753,0.0931580016046305,True,0.31786168770444,13.375854365235886,0.8899999999999997,-0.0600000000000005,,,,,,,,,100.0,100.0,100,,,,100.0,100.0,EASY
1928-02,-0.0136999999999999,FF_market_TR,138.46449562253653,131.0176788681985,0.05683825891793903,True,0.2445490066860294,14.152242225174064,0.8700000000000001,-0.05000000000000071,,,,,,,,,100.0,100.0,100,,,,100.0,100.0,EASY
1928-03,0.091,FF_market_TR,151.06476472418734,134.22539300000648,0.1254559316073678,True,0.35198941182361665,17.487115256668258,0.8600000000000003,-0.019999999999999574,,,,,,,,,100.0,100.0,100,,,,50.0,96.15384615384616,EASY
1928-04,0.0445,FF_market_TR,157.78714675441367,138.3528395915218,0.14046916001341536,True,0.4021973395390406,14.169890613550965,0.8700000000000001,0.0,,,,,,,,,100.0,100.0,100,,,,100.0,100.0,EASY
1928-05,0.0184,FF_market_TR,160.6904302546949,141.88977866592046,0.13250180362209574,True,0.35048020672078595,13.077706220893626,0.9299999999999996,0.07000000000000017,,,,,,,,,100.0,100.0,100,,,,100.0,100.0,EASY
1928-06,-0.0454,FF_market_TR,153.39508472113175,144.4152108480637,0.06218094216208003,True,0.316552701527433,16.614770537085363,0.9799999999999996,0.11999999999999933,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1928-07,0.0093999999999999,FF_market_TR,154.83699851751035,146.44797481823332,0.05728330289093608,True,0.2355227751225275,16.341906865479313,0.9699999999999998,0.08000000000000007,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1928-08,0.07,FF_market_TR,165.67558841373608,150.1107057748177,0.10368935752169062,True,0.2929186986612269,16.803519869360713,0.9700000000000006,0.10000000000000053,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1928-09,0.0315,FF_market_TR,170.8943694487688,153.41907702152815,0.11390560265714855,True,0.2705017030285377,13.516940482224522,0.9799999999999996,0.11999999999999933,,,,,,,,,100.0,100.0,50,,,,100.0,84.61538461538461,EASY
1928-10,0.0174,FF_market_TR,173.8679314771774,156.70646185345183,0.10951347775163578,True,0.3473091855964503,12.936282309844668,0.9699999999999998,0.09999999999999964,,,,,,,,,100.0,100.0,50,,,,100.0,84.61538461538461,EASY
1928-11,0.1219,FF_market_TR,195.0624323242453,162.1739242258402,0.2027977571326769,True,0.41543793924586336,19.7263073077553,0.9699999999999998,0.04000000000000015,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1928-12,0.0042,FF_market_TR,195.88169454000712,167.91564411758728,0.16654821276114018,True,0.38929017553581846,15.779018980912602,0.9899999999999992,0.009999999999999565,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-01,0.05,FF_market_TR,205.6757792670075,173.3767455718693,0.18629392072508022,True,0.4650544183113483,14.752431663966453,1.0099999999999998,0.040000000000000036,,,,,,,,,100.0,100.0,50,,,,100.0,84.61538461538461,EASY
1929-02,0.0001999999999999,FF_market_TR,205.7169144228609,178.169722338714,0.15461208404297566,True,0.48570154029708057,15.661259208633266,1.0,0.02999999999999936,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-03,-0.0055,FF_market_TR,204.58547139353522,182.55922645259804,0.1206525978935189,True,0.3542898091892275,16.83360448626497,1.09,0.11000000000000043,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-04,0.0179,FF_market_TR,208.24755133147949,188.04447311363282,0.10743776662682447,True,0.3198004756091093,16.823793864643026,1.1099999999999994,0.13999999999999968,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-05,-0.0594999999999999,FF_market_TR,195.85682202725647,192.1464554646074,0.01931009632042091,True,0.21884558848229307,12.393264299610493,1.0999999999999996,0.1299999999999999,,,,,,,,,50.0,100.0,50,,,,100.0,61.53846153846154,UNCERTAIN
1929-06,0.1021999999999999,FF_market_TR,215.87338923844203,197.16623554707803,0.09488010784126999,True,0.4073031716165756,18.96593261614096,1.1700000000000008,0.1800000000000016,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-07,0.0479,FF_market_TR,226.2137245829634,202.6981710604975,0.11601265763491986,True,0.46097978357143843,18.88183889349762,1.1800000000000006,0.17000000000000082,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-08,0.0858,FF_market_TR,245.6228621521817,209.87366412799793,0.17033675079109045,True,0.4825531299082879,20.81397223021111,1.25,0.25,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-09,-0.0512,FF_market_TR,233.04697160998998,213.6721180565724,0.09067562829272768,True,0.36369016932329923,23.581376550150743,1.3200000000000005,0.23000000000000043,,,,,,,,,100.0,100.0,50,,,,50.0,80.76923076923077,EASY
1929-10,-0.1966,FF_market_TR,187.22993699146596,212.80694230171827,-0.12018877313687049,False,0.07685146651694374,39.21157380162137,1.3400000000000007,0.23000000000000131,,,,,,,,,0.0,100.0,50,,,,0.0,30.76923076923077,HARD
1929-11,-0.1237,FF_market_TR,164.0695937856216,208.64632375357968,-0.21364732992183033,False,-0.15888676342918462,42.031708030961575,1.2700000000000005,0.17000000000000082,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1929-12,0.017,FF_market_TR,166.85877687997714,204.7605099992913,-0.18510274817856887,False,-0.14816554312635022,37.436121593989945,1.2800000000000002,0.10999999999999943,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-01,0.0575,FF_market_TR,176.45315655057584,201.94727851499536,-0.1262414732790097,False,-0.14208101129153838,37.978101058373106,1.2599999999999998,0.07999999999999918,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-02,0.0279999999999999,FF_market_TR,181.39384493399194,199.2619078752466,-0.08967124289726991,False,-0.11823563248120539,34.25566464104879,1.1999999999999993,-0.05000000000000071,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-03,0.0745,FF_market_TR,194.90768638157434,199.16699431067838,-0.021385611325037135,False,-0.047304361087034064,38.09260348151594,1.1100000000000003,-0.2100000000000002,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-04,-0.0185,FF_market_TR,191.30189418351523,196.7098448051857,-0.02749201813984603,False,-0.08137265979656527,24.67627200368808,1.1000000000000003,-0.24000000000000044,,,,,,,,,0.0,0.0,50,,,,50.0,19.23076923076923,HARD
1930-05,-0.0139999999999999,FF_market_TR,188.62366766494603,192.95083911338398,-0.02242628986907469,False,-0.03693082675110415,12.95009652473679,1.12,-0.15000000000000036,,,,,,,,,0.0,0.0,50,,,,100.0,23.076923076923077,HARD
1930-06,-0.16,FF_market_TR,158.44388083855466,184.23294098202126,-0.13998072226390434,False,-0.2660332920258821,29.231233295911412,1.21,-0.07000000000000028,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-07,0.0432,FF_market_TR,165.2886564907802,177.4571094701003,-0.06857123400497156,False,-0.2693252507313678,28.554663366952866,1.25,-0.009999999999999787,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-08,0.0039,FF_market_TR,165.93328225109425,175.32744399606312,-0.053580669009124504,False,-0.3244387725264508,28.02804952186292,1.260000000000001,0.06000000000000161,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-09,-0.1253,FF_market_TR,145.14184198503216,173.43466881600418,-0.16313247532411013,False,-0.3771991930110522,27.498381770569715,1.2300000000000004,0.1200000000000001,,,,,,,,,0.0,0.0,50,,,,0.0,15.384615384615385,HARD
1930-10,-0.0868999999999999,FF_market_TR,132.52901591653287,170.00169271965976,-0.22042531579330193,False,-0.29215905294796096,27.610584202439476,1.5200000000000005,0.42000000000000015,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1930-11,-0.0291,FF_market_TR,128.67242155336177,165.22361921993837,-0.2212225941977537,False,-0.21574486420994543,27.130950591529228,1.7800000000000002,0.6600000000000001,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1930-12,-0.0769,FF_market_TR,118.77751233590826,158.96198596012997,-0.2527929767705631,False,-0.2881554416442482,21.713241121490825,2.1900000000000004,0.9800000000000004,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1931-01,0.0639,FF_market_TR,126.36739537417282,152.10795685938984,-0.16922560802661935,False,-0.28384735164568853,23.82965211663821,1.99,0.74,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1931-02,0.1092,FF_market_TR,140.16671494903247,146.99443893594156,-0.04644885912918473,False,-0.22727965218423907,31.941559761539505,1.95,0.6899999999999991,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-03,-0.063,FF_market_TR,131.33621190724344,141.2656933601713,-0.07028940443177267,False,-0.32616196751664206,28.20478257317364,2.0500000000000007,0.8200000000000003,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-04,-0.099,FF_market_TR,118.33392692842635,137.25469796915849,-0.13785153674655048,False,-0.38142835734334635,28.998179942886072,2.3199999999999994,0.7999999999999989,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-05,-0.1315,FF_market_TR,102.77301553733828,131.00313387381428,-0.21549193138896972,False,-0.4551425236842762,33.405087636466405,2.78,0.9999999999999996,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-06,0.1398,FF_market_TR,117.14068310945818,126.12387395965065,-0.07122514214133924,False,-0.2606802958277833,39.96540904332145,3.0,0.8099999999999996,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-07,-0.0656,FF_market_TR,109.45625429747771,122.55531519089523,-0.10688284610923726,False,-0.3377872588396096,39.440270283049536,2.72,0.7300000000000002,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-08,0.0043999999999999,FF_market_TR,109.9378618163866,120.29619978088058,-0.08610694255813311,False,-0.3374574387673115,33.66850457029537,3.0699999999999994,1.1199999999999994,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-09,-0.291,FF_market_TR,77.94594402781811,115.22355202832621,-0.3235242044208452,False,-0.46296710196184265,49.70656495876577,3.5200000000000005,1.4699999999999998,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-10,0.0813999999999999,FF_market_TR,84.29074387168251,111.77487518190364,-0.24588827556723425,False,-0.3639827226607565,53.884675743665746,4.049999999999999,1.7299999999999995,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-11,-0.0891,FF_market_TR,76.7804385927156,106.81617950375792,-0.28119093053675104,False,-0.403287529170546,52.54450190076979,3.9899999999999993,1.2099999999999995,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1931-12,-0.1341,FF_market_TR,66.48418177743244,99.44792618659793,-0.331467388744883,False,-0.440262887562318,44.05777116468785,5.1,2.0999999999999996,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-01,-0.0135,FF_market_TR,65.5866453234371,92.87296952821728,-0.29380264616703,False,-0.4809844332928159,45.13559703825795,3.9300000000000006,1.2100000000000004,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-02,0.0569,FF_market_TR,69.31852544234066,87.97142937960872,-0.21203365761829607,False,-0.5054565881240327,47.843840982931134,3.639999999999999,0.5699999999999994,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-03,-0.1105,FF_market_TR,61.658828380962014,83.8600106639711,-0.2647409904581304,False,-0.5305268251188124,31.332215370126654,3.85,0.3299999999999996,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-04,-0.1785,FF_market_TR,50.6527275149603,77.2112151045213,-0.34397189001116757,False,-0.5719509287847995,29.71265319691262,5.290000000000001,1.240000000000002,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-05,-0.2045,FF_market_TR,40.294244738150915,70.29501414858862,-0.4267837452457509,False,-0.6079297223354152,34.78406991713307,5.64,1.6500000000000004,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-06,-0.0068,FF_market_TR,40.02024387393149,63.303252354343115,-0.3678011415603707,False,-0.6583574313243852,36.188146678159704,5.59,0.4900000000000002,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-07,0.3387,FF_market_TR,53.57510047403208,60.866167998964514,-0.11978850919375239,False,-0.5105341323993521,69.63917432020573,5.529999999999999,1.5999999999999988,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1932-08,0.3709,FF_market_TR,73.44610523985058,59.78170413578132,0.2285716223986105,False,-0.33193074682026247,89.11867256641563,3.3100000000000005,-0.3299999999999983,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1932-09,-0.0291,FF_market_TR,71.30882357737093,59.23454263424685,0.20383851054069346,False,-0.08515029913652039,86.64072506621814,2.91,-0.94,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1932-10,-0.1315,FF_market_TR,61.93171327694665,58.77929578419828,0.053631426690141426,False,-0.2652608052525134,83.89753297922412,3.2300000000000004,-2.0600000000000005,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1932-11,-0.0586,FF_market_TR,58.30251487891758,58.050882739746314,0.004334682390608524,False,-0.24065926233913282,75.08804432131656,3.61,-2.03,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1932-12,0.0441,FF_market_TR,60.873655785077844,57.20639577402004,0.06410576931894862,False,-0.08438888533120292,74.00334397849869,3.83,-1.7599999999999998,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1933-01,0.0126,FF_market_TR,61.640663847969826,57.204579320720825,0.07754771698219876,False,-0.06016440475050777,60.7957182702861,3.5699999999999994,-1.96,,,,,,,,,50.0,0.0,0,,,,0.0,23.076923076923077,HARD
1933-02,-0.1527,FF_market_TR,52.228134478384824,57.36212001706326,-0.0895013213798802,True,-0.24654868023947896,27.02681927271501,3.889999999999999,0.5799999999999983,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1933-03,0.0333,FF_market_TR,53.96733135651505,58.729428678899694,-0.08108536775355302,True,-0.12474283450416357,29.639697704261415,4.23,1.3200000000000003,,,,,,,,,0.0,0.0,0,,,,0.0,0.0,HARD
1933-04,0.3895,FF_market_TR,74.98760691987766,62.2261649834943,0.20508160738763803,True,0.4804258447431098,63.81575103373773,4.339999999999999,1.1099999999999985,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-05,0.2147,FF_market_TR,91.0874461255754,65.97739954864863,0.380585575495618,True,1.260557226410378,64.89358334997381,3.1100000000000003,-0.49999999999999956,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-06,0.1313,FF_market_TR,103.04722780186344,68.93751180484992,0.49479180643438636,True,1.5748775576299439,64.57622255908129,2.6100000000000003,-1.2199999999999998,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-07,-0.0961,FF_market_TR,93.14438921010436,71.12106836812326,0.30965958958867446,True,0.7385760994559698,69.90978529505007,2.26,-1.3099999999999996,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-08,0.1208,FF_market_TR,104.39623142668498,75.36752018309708,0.3851620853792965,True,0.421399148202094,56.92993483221282,2.47,-1.4199999999999986,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-09,-0.1063,FF_market_TR,93.29891202602836,78.86715989780816,0.18298810489587924,True,0.30837822509858004,65.52728317273652,2.9099999999999997,-1.3200000000000007,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-10,-0.0834999999999999,FF_market_TR,85.508452871855,81.3306396064859,0.05136825783718457,True,0.38068928417138603,48.98524716687667,3.1500000000000004,-1.1899999999999986,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-11,0.0999,FF_market_TR,94.05074731375332,84.57164795306423,0.11208365439384393,True,0.6131507793287738,40.573278398473036,3.4400000000000004,0.33000000000000007,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1933-12,0.0185,FF_market_TR,95.79068613905775,88.92790311913153,0.07717243721278977,True,0.5735983801804003,35.34693254017949,3.25,0.6399999999999997,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1934-01,0.1265,FF_market_TR,107.90820793564858,94.32199077704487,0.14404082278880592,True,0.7506010026399579,36.010761169405995,2.66,0.40000000000000036,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1934-02,-0.0248,FF_market_TR,105.23208437884448,97.34643852294155,0.08100600263916702,True,1.0148543582845355,32.884698569395454,2.0699999999999994,-0.4000000000000008,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1934-03,0.0011,FF_market_TR,105.34783967166122,98.77247787755014,0.06657078910445735,True,0.9520668712655072,27.167390010819936,2.13,-0.7799999999999998,,,,,,,,,100.0,100.0,0,,,,0.0,61.53846153846154,UNCERTAIN
1934-04,-0.0178,FF_market_TR,103.47264812550566,98.81501990991437,0.04713482039306838,True,0.3798633184289175,22.10647326011092,1.9399999999999995,-1.2100000000000009,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1934-05,-0.0724,FF_market_TR,95.98122840121904,99.09870382902584,-0.03145828661074468,True,0.05372619920528843,23.164532371709985,2.04,-1.4000000000000004,,,,,,,,,0.0,100.0,0,,,,50.0,19.23076923076923,HARD
1934-06,0.0265,FF_market_TR,98.52473095385135,98.51155378174248,0.00013376270704301696,False,-0.04388761293712662,23.30212779983836,2.1299999999999994,-1.1200000000000006,,,,,,,,,50.0,0.0,0,,,,50.0,26.923076923076923,HARD
1934-07,-0.1095,FF_market_TR,87.73627291440462,97.9552898705801,-0.1043232781984208,False,-0.05806164323543672,17.25508504760264,2.24,-0.41999999999999993,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1934-08,0.0559,FF_market_TR,92.64073057031985,98.66851764042659,-0.06109129045673456,True,-0.11260464765551181,21.425244922754093,2.56,0.49000000000000066,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1934-09,-0.0022,FF_market_TR,92.43692096306515,98.50713500535777,-0.061622074806687466,False,-0.009239025881917384,21.354554549322728,2.6100000000000003,0.4800000000000004,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1934-10,-0.0165,FF_market_TR,90.91171176717458,98.01923756816944,-0.07251153933993615,False,0.06318976327892445,21.35843814514535,2.5000000000000004,0.5600000000000009,,,,,,,,,0.0,100.0,0,,,,50.0,19.23076923076923,HARD
1934-11,0.0834,FF_market_TR,98.49374852855692,97.07779162746029,0.014585796373803195,False,0.0472404668937052,23.39965811716059,2.51,0.46999999999999975,,,,,,,,,50.0,50.0,0,,,,50.0,34.61538461538461,HARD
1934-12,0.0037,FF_market_TR,98.85817539811259,96.44040072938711,0.02507014332623725,False,0.03202283418872076,23.147298762490617,2.4200000000000004,0.2900000000000009,,,,,,,,,50.0,50.0,0,,,,50.0,34.61538461538461,HARD
1935-01,-0.0344,FF_market_TR,95.45745416441753,95.45136217866272,6.382293155127172e-05,False,-0.11538282406335665,15.651843341919813,2.2100000000000004,-0.029999999999999805,,,,,,,,,50.0,0.0,0,,,,50.0,26.923076923076923,HARD
1935-02,-0.0192,FF_market_TR,93.62467104446071,94.46656447055823,-0.008912078372024457,False,-0.11030298794230942,14.50117236639851,2.26,-0.30000000000000027,,,,,,,,,50.0,0.0,0,,,,100.0,30.76923076923077,HARD
1935-03,-0.0367,FF_market_TR,90.188645617129,93.88730619214923,-0.03939468203987628,False,-0.14389658204457778,15.550466230952683,2.53,-0.08000000000000052,,,,,,,,,0.0,0.0,0,,,,50.0,3.8461538461538463,HARD
1935-04,0.0907,FF_market_TR,98.3687557746026,93.87170867422437,0.04790630919465788,False,-0.049326004923662126,20.09094621962837,2.47,-0.03000000000000025,,,,,,,,,50.0,0.0,0,,,,50.0,26.923076923076923,HARD
1935-05,0.0348,FF_market_TR,101.79198847555877,95.27728023033977,0.06837630366304759,True,0.060540588728972056,17.039653752350713,2.2900000000000005,-0.2199999999999993,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1935-06,0.0593999999999999,FF_market_TR,107.83843259100696,96.79705043240848,0.11406734099101978,True,0.09453161198195126,18.573047138259227,2.16,-0.26000000000000023,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1935-07,0.0751999999999999,FF_market_TR,115.94788272185068,99.14814660828704,0.16944074789351116,True,0.32155012824592233,17.924410171606738,2.11,-0.10000000000000053,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1935-08,0.0266,FF_market_TR,119.0320964022519,101.96018507179477,0.16743703749101702,True,0.2848786453804941,15.691052227304544,1.98,-0.2799999999999998,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1935-09,0.0263999999999999,FF_market_TR,122.17454374727134,104.3282645936662,0.17105890932924228,True,0.3217071974529355,9.406612567763117,1.9400000000000004,-0.5899999999999994,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1935-10,0.0704,FF_market_TR,130.77563162707926,107.52001021656288,0.21629110119758876,True,0.43849047702452704,7.693862489023251,2.02,-0.4500000000000002,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1935-11,0.0489999999999999,FF_market_TR,137.18363757680615,111.69262855780173,0.22822463172502605,True,0.39281568247990495,7.327067626274447,1.9599999999999995,-0.33000000000000096,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1935-12,0.0456999999999999,FF_market_TR,143.45292981406615,116.67545443476229,0.22950393044559503,True,0.451098295475975,7.2128690546826855,1.86,-0.30000000000000004,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1936-01,0.0689999999999999,FF_market_TR,153.3511819712367,122.99170807017306,0.24684163166302242,True,0.6064872388813352,6.705403790973301,1.63,-0.48,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1936-02,0.025,FF_market_TR,157.18496152051762,128.87332864476454,0.21968574237570326,True,0.6788839925095518,6.829761342828833,1.48,-0.5,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1936-03,0.0101,FF_market_TR,158.77252963187485,134.57138276039615,0.17983873224048508,True,0.7604492067205422,8.278482952812007,1.5700000000000005,-0.3699999999999999,,,,,,,,,100.0,100.0,0,,,,100.0,69.23076923076923,UNCERTAIN
1936-04,-0.0812,FF_market_TR,145.88020022576663,138.37555952387214,0.05423385985008289,True,0.4829932439120146,18.503608296761982,1.62,-0.3999999999999999,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1936-05,0.0521,FF_market_TR,153.4805586575291,142.12882711743995,0.079869311316481,True,0.5077862310783057,18.62660570259646,1.6700000000000004,-0.28999999999999915,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1936-06,0.0243,FF_market_TR,157.21013623290702,145.94663110050547,0.07717550619339053,True,0.4578303157386334,18.161234539535005,1.66,-0.20000000000000018,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
1936-07,0.0668,FF_market_TR,167.7117733332652,150.50035405910484,0.11436132082055472,True,0.44644101639692546,18.010788988825542,1.61,-0.019999999999999796,,,,,,,,,100.0,100.0,0,,,,50.0,65.38461538461539,UNCERTAIN
